"release_clause_eur_m","international_reputation","power_stamina","defending_sliding_tackle","age","is_internacional.1","years_remaining","years_in_club","category.Delantero","value_eur_m"
5.7,1,61,66,21,0,4,1,0,2.4
0.098,1,55,45,20,0,2,1,1,0.06
6.3,1,63,48,21,0,6,1,1,2.5
10.5,1,74,67,22,0,2,2,1,5
0.875,1,74,65,32,0,1,2,0,0.7
2.7,1,80,68,26,0,0,3,0,1.6
3.1,1,71,65,23,0,2,1,0,1.6
1.1,1,66,33,32,0,0,2,1,0.7
1.1,1,66,54,26,0,-1,1,1,0.725
4.3,1,67,66,25,0,1,2,1,1.9
3.3,1,53,23,19,0,1,2,1,1.3
1.7,1,67,64,25,0,0,1,1,1.1
0.875,1,74,64,31,0,1,2,0,0.7
1.1,1,59,60,25,0,-1,5,1,0.7
1.3,1,64,55,29,0,1,2,0,0.825
2.2,1,76,69,28,0,1,2,0,1
3.2,1,80,68,30,0,0,7,0,1.6
7.4,1,73,65,24,0,2,2,0,3.7
8.4,1,74,19,26,1,1,2,1,5.5
2.3,1,77,61,24,0,2,7,1,1.4
2.9,1,46,36,18,0,1,2,1,1
6.8,1,64,23,27,0,1,1,0,4.5
2.7,1,61,70,25,0,1,6,1,1.6
2.1,1,90,66,30,0,-1,2,0,1.5
1.5,1,68,52,23,0,2,1,0,1.1
8.7,1,72,64,20,0,2,3,1,4.6
2.9,1,84,66,26,0,1,2,1,1.6
0.122,1,58,63,37,0,0,3,0,0.09
1.8,1,77,19,26,0,1,1,1,1.2
0.403,1,61,59,20,0,4,1,1,0.23
7,1,65,66,22,0,1,3,0,2.9
0.194,1,31,61,36,0,-1,1,0,0.09
0.457,1,45,51,21,0,0,1,1,0.22
5.6,1,72,21,20,0,3,3,1,2.5
1.2,1,66,21,24,0,3,1,1,0.725
1.4,1,63,57,22,0,1,1,0,0.9
1.9,1,60,60,19,0,2,1,1,0.875
0.725,1,71,61,32,0,0,2,0,0.5
0.47,1,51,18,24,0,0,4,1,0.2
1.1,1,67,62,23,0,2,2,0,0.7
1.3,1,67,46,28,0,0,2,0,0.875
0.33,1,62,57,28,0,2,1,1,0.2
0.392,1,58,41,26,0,0,1,1,0.275
1.2,1,54,55,20,0,-1,2,1,0.5
53.6,2,87,38,29,1,4,12,0,25.5
1.4,1,77,61,25,0,1,1,0,0.875
1.3,1,60,40,24,0,-1,4,1,0.875
0.998,1,77,52,25,0,-1,1,1,0.7
14.5,2,75,73,31,0,1,2,1,8.5
1.1,1,54,42,22,0,3,1,1,0.45
8.8,1,74,70,22,0,0,5,1,4
5,1,62,55,28,0,1,10,1,2.4
1.5,1,63,56,25,0,2,1,0,1.1
4.9,1,64,71,30,0,0,2,1,2.6
0.306,1,81,56,35,0,0,5,0,0.18
14.8,1,90,70,25,0,1,8,0,7.5
0.7,1,67,60,29,0,1,6,1,0.4
1.7,1,66,57,24,0,0,3,1,1.1
0.863,1,55,27,24,0,1,1,1,0.5
54.1,2,84,54,26,0,3,1,0,30.5
1.1,1,79,63,29,0,1,6,1,0.875
3.6,1,69,61,23,0,3,1,1,2
1.5,1,68,41,31,0,0,1,1,1.2
3.2,1,66,70,27,0,3,1,0,1.9
3.8,1,67,70,28,0,2,1,1,2
1.6,1,70,67,29,0,0,4,0,0.9
1.3,1,76,62,29,0,1,1,1,0.75
0.641,1,71,18,24,0,0,1,1,0.45
0.81,1,59,62,27,0,1,2,1,0.4
2.9,1,64,70,26,0,1,1,1,1.5
4.5,1,72,67,23,1,1,4,0,2.9
2.1,2,67,74,32,0,2,1,1,1.5
14.7,2,42,73,32,0,3,1,0,7
0.891,1,56,47,30,0,-1,2,1,0.575
0.801,1,61,61,25,0,0,2,1,0.525
18.9,1,74,22,29,0,2,3,1,10.5
2.7,1,68,26,27,0,0,4,1,1.5
2.8,1,68,62,23,0,0,1,1,1.2
3,1,75,68,25,0,-1,1,0,2.1
0.357,1,63,64,35,0,0,3,0,0.23
2.9,1,67,46,21,0,2,2,1,1.3
0.776,1,78,24,29,0,0,4,1,0.575
2.3,1,86,61,22,0,0,4,0,1.6
9.5,1,72,65,20,0,4,1,0,3.6
0.938,1,81,65,33,0,0,2,1,0.625
1.1,1,71,47,19,0,0,3,0,0.475
1.2,1,60,24,31,0,0,1,1,0.85
1.9,1,70,58,25,0,1,1,1,1.3
5.3,1,84,59,21,0,1,3,0,3.1
2.9,1,76,49,30,0,1,1,0,1.5
1.1,1,59,60,20,0,-1,2,1,0.45
1.2,1,58,56,21,0,0,3,1,0.575
2.4,1,71,18,25,0,0,2,1,1.3
1.3,1,55,11,19,0,0,2,1,0.525
0.497,1,79,55,28,0,-1,11,0,0.375
3,1,87,59,25,0,1,4,0,2.3
0.392,1,58,28,26,0,0,1,1,0.275
0.984,1,55,27,20,0,2,1,1,0.525
1.5,1,81,66,30,0,-1,4,0,1
3.6,1,63,26,22,0,0,7,1,2.3
47.9,3,87,39,24,0,4,1,1,27
10.1,1,61,74,23,0,1,4,0,4.4
2.2,1,67,63,23,0,2,1,1,1.1
32,2,73,70,26,0,0,7,1,18
4,1,69,70,28,0,2,3,0,2.4
2.9,1,64,66,25,0,3,7,1,1.4
4.4,1,82,31,30,0,0,5,1,2.3
3.2,1,78,62,22,0,2,1,1,1.8
0.512,1,67,12,25,0,2,2,1,0.325
1.8,1,71,68,25,0,0,3,0,1
5.1,1,92,60,24,0,3,1,1,2.2
14.1,2,71,42,25,0,2,2,0,7.5
2,1,73,66,28,0,0,3,0,1.3
3,1,73,68,22,0,0,3,0,1.9
1.3,1,61,51,19,0,2,1,1,0.5
0.894,1,65,66,27,0,1,1,0,0.55
7.7,1,72,73,30,1,0,2,0,3.5
2.4,1,81,59,29,0,1,1,1,1.2
3.2,1,70,51,24,0,1,1,0,1.9
0.519,1,66,47,18,0,0,2,1,0.25
21,2,73,30,29,0,1,1,1,10.5
0.242,1,68,56,23,0,0,6,1,0.17
0.463,1,52,45,23,0,3,1,1,0.25
0.488,1,75,53,24,0,-1,5,0,0.3
1.4,1,50,49,19,0,1,3,1,0.525
1.7,1,79,58,24,0,1,1,1,1.1
3.3,1,64,22,25,0,2,1,1,1.6
18.9,1,73,65,20,0,4,1,0,9
6.6,1,71,33,29,0,0,3,1,3
2.1,1,70,58,22,0,4,2,1,1.3
2.3,1,54,11,18,0,2,1,1,0.925
0.405,1,72,61,33,0,0,2,1,0.3
0.438,1,80,58,35,0,-1,4,0,0.35
3.5,1,91,25,26,0,1,3,0,1.9
3.8,1,60,17,20,0,2,1,1,1.7
12.8,3,72,80,34,0,1,2,0,8.5
2.1,1,61,43,19,0,2,1,1,0.775
0.387,1,36,55,36,0,-1,2,0,0.18
0.656,1,66,66,34,0,1,5,0,0.525
1.7,1,74,62,20,0,2,3,1,0.75
13.7,1,72,43,20,0,3,1,1,6.5
54.3,2,84,76,24,1,0,4,0,27.5
0.54,1,90,62,29,0,2,1,0,0.4
1.2,1,66,57,25,0,0,6,1,0.775
3.5,1,55,39,19,0,2,1,1,1.4
4.8,1,63,67,23,0,2,1,1,2.1
0.612,1,55,59,27,0,-1,1,1,0.275
0.776,1,79,61,28,0,0,1,1,0.575
12.6,2,87,68,35,0,0,7,0,6
0.569,1,70,52,31,0,1,1,1,0.325
3.4,1,74,66,26,0,1,1,1,2.1
43.6,1,84,33,25,0,4,1,1,21
0.57,1,53,54,20,0,4,3,1,0.3
4.1,1,64,70,32,0,0,1,1,2
3.8,1,83,68,26,0,1,2,0,2.5
0.808,1,67,61,22,0,0,3,1,0.475
5.7,1,63,59,20,0,1,4,1,2.8
0.979,1,64,61,30,0,1,1,0,0.725
1.1,1,82,62,25,0,0,1,0,0.75
0.334,1,63,51,22,0,0,4,1,0.23
0.625,1,65,28,28,0,-1,4,1,0.5
0.536,1,54,63,21,0,0,2,1,0.275
1.4,1,61,22,32,0,-1,2,1,1.1
1.3,1,79,53,26,0,-1,1,0,0.925
2.7,1,90,63,27,0,0,5,0,1.7
1.7,1,70,49,26,0,0,3,1,1
0.979,1,62,12,31,0,-1,1,1,0.725
0.891,1,61,57,18,0,4,1,0,0.475
3.8,1,76,29,21,0,3,1,0,1.9
3.1,1,67,43,28,0,-1,4,1,1.4
2.5,1,66,13,22,0,0,1,1,1.3
2.6,1,47,34,19,0,0,2,0,1.2
2.5,1,86,55,21,0,0,3,0,1.3
7.4,1,72,28,24,0,3,1,1,3.7
2.8,1,75,63,23,0,2,1,1,1.9
0.659,1,66,57,23,0,0,3,1,0.425
1.1,1,61,67,31,0,0,2,1,0.7
0.625,1,49,45,19,0,2,1,1,0.25
8.6,1,73,64,21,0,3,1,0,4.2
2.7,1,79,52,32,0,0,1,1,1.3
1.9,1,77,29,25,0,1,2,1,1.4
10.4,1,90,67,27,0,2,2,0,6
3.5,1,47,16,20,0,2,2,1,1.3
4.6,1,69,53,22,0,2,1,1,2.7
1.2,1,56,66,35,0,0,2,0,0.55
0.273,1,59,12,19,0,0,2,1,0.12
0.14,1,46,23,37,0,0,1,1,0.08
14.8,1,64,75,25,1,2,3,1,7.5
1.1,1,59,63,29,0,0,1,0,0.6
0.543,1,50,36,18,0,1,1,1,0.275
0.801,1,61,62,26,0,0,4,1,0.525
0.95,1,43,50,19,0,2,1,1,0.4
5.4,1,58,53,30,0,0,4,1,3
0.829,1,69,52,24,0,0,1,1,0.425
3.6,1,76,69,25,0,2,4,0,1.8
0.365,1,40,44,24,0,0,1,1,0.2
0.744,1,49,24,27,0,1,1,1,0.425
2.1,1,76,68,26,0,0,1,1,1.4
2.5,1,44,73,31,0,2,1,1,1.3
6.8,1,50,65,20,0,3,5,0,3.1
19,2,82,74,30,0,0,4,0,10
6,1,73,63,24,0,0,3,1,3.5
1.2,1,73,59,31,0,1,2,1,0.825
3.9,1,59,22,20,0,2,2,1,2.3
7.4,1,63,34,18,0,1,1,1,2.8
3.1,1,49,20,18,0,2,1,1,1.1
35.6,1,83,78,24,1,2,3,0,18
0.295,1,74,61,33,0,-1,1,0,0.19
2.4,1,72,67,27,0,-1,1,0,1.1
2.2,3,35,19,39,0,-1,1,1,1
0.438,1,54,24,32,0,0,1,0,0.25
1.5,1,63,65,24,0,1,1,1,0.95
3.5,1,71,68,26,0,1,2,0,1.7
2.3,1,50,31,20,0,2,4,1,1.1
3.9,1,77,39,29,0,1,2,1,3
1.9,1,84,65,29,0,0,3,0,1.4
2.5,1,71,11,21,0,1,5,1,1.6
1.8,1,57,24,23,0,1,2,1,1.1
1.8,1,54,22,33,0,1,2,1,1.2
7.6,1,78,58,24,1,3,2,0,4.3
0.315,1,59,50,21,0,0,2,1,0.18
0.288,1,70,61,39,0,-1,10,0,0.23
1.8,1,70,69,26,0,0,2,0,1.2
0.962,1,56,20,23,0,1,2,1,0.475
2.4,1,81,56,25,0,2,1,0,1.6
1.9,1,64,71,29,0,1,5,0,1.2
0.593,1,67,54,22,0,2,1,1,0.325
1.3,1,37,28,19,0,4,1,1,0.575
1.6,1,83,64,28,0,2,1,1,0.925
0.591,1,56,60,38,0,-1,3,0,0.275
0.701,1,71,65,28,0,0,1,1,0.425
1.1,1,61,31,31,0,1,2,1,0.6
18.1,1,77,73,21,0,1,5,1,9.5
0.969,1,62,19,27,0,4,1,1,0.775
3.3,1,71,33,25,0,3,1,1,2.4
3.6,1,67,31,29,0,-1,1,1,2.3
0.853,1,52,23,21,0,1,1,1,0.55
0.525,1,73,56,31,0,-1,2,1,0.35
1.7,1,67,44,26,0,0,2,0,0.925
2.7,1,51,30,19,0,1,4,1,1
12.4,2,72,75,29,0,1,5,1,6.5
0.315,1,49,48,20,0,-1,1,1,0.18
10.5,1,60,78,31,0,1,3,1,5
0.765,1,63,18,24,0,4,2,1,0.45
2.2,1,72,48,29,0,-1,1,1,1
0.314,1,66,55,26,0,0,2,1,0.22
3,1,63,57,17,0,4,1,0,1.2
20.4,2,94,73,30,0,2,1,0,12
0.569,1,50,56,21,0,-1,3,0,0.325
0.949,1,64,61,22,0,1,1,1,0.575
3.5,1,68,36,23,0,3,2,1,2.4
4.8,1,59,59,23,0,1,8,1,2.8
2.9,1,55,29,26,0,1,1,1,1.4
6,1,61,74,24,0,2,3,1,3
3.5,1,67,63,21,0,1,2,1,2.2
22.8,1,73,25,22,0,2,3,1,9.5
3.5,1,68,62,30,0,-1,1,0,1.6
0.619,1,50,53,17,0,0,1,1,0.275
30.6,2,66,18,24,0,3,1,1,15.5
2,1,65,55,19,0,1,1,1,0.95
1.8,1,72,65,23,0,1,6,0,1.2
8.6,1,61,15,31,0,2,1,1,4.8
1.8,2,60,70,32,0,1,2,1,1.2
1.1,1,50,62,19,0,1,1,1,0.5
3.2,1,82,70,25,0,0,3,0,2.1
1.8,1,70,48,21,0,1,1,0,0.9
5.5,1,76,64,20,0,4,1,1,2.5
10.9,1,85,73,25,0,0,4,1,6.5
0.571,1,42,55,18,0,0,1,1,0.275
0.593,1,68,55,17,0,4,1,1,0.3
0.66,1,60,62,30,0,1,1,1,0.4
0.784,1,69,60,22,0,1,1,0,0.475
0.315,1,53,43,22,0,0,3,1,0.17
4,1,67,54,21,0,3,1,1,1.9
2.6,1,48,24,29,0,2,1,1,1.6
0.531,1,61,64,31,0,0,3,0,0.425
0.114,1,47,27,20,0,1,1,1,0.07
3.1,1,68,64,25,0,0,1,1,2
1,1,81,57,29,0,-1,2,0,0.825
25.3,1,60,75,19,0,3,1,0,11.5
0.688,1,66,25,36,0,-1,3,1,0.55
1.1,1,64,52,19,0,2,1,1,0.5
3.8,1,74,67,24,0,-1,2,0,1.6
2.2,1,70,63,23,0,4,1,1,1.2
0.333,1,49,13,19,0,0,2,1,0.14
0.405,1,53,17,17,0,0,1,1,0.18
2.3,1,81,61,23,0,0,2,0,1.4
0.761,1,65,63,29,0,0,2,1,0.525
2.6,1,73,34,28,0,0,5,0,1.6
1.5,1,69,71,33,0,-1,1,0,1.1
0.438,1,65,51,22,0,-1,5,1,0.25
1.9,1,81,61,23,0,1,3,0,1.4
3.4,1,72,67,28,0,1,2,0,2.1
34.9,3,73,67,29,0,3,1,0,20.5
3.2,1,78,71,29,0,1,9,0,2
1.8,1,79,33,24,0,1,2,1,1
1.7,1,50,19,21,0,2,1,1,1.2
2.5,1,41,41,17,0,2,1,1,1
1.5,1,76,61,21,0,0,5,1,0.75
1.1,1,79,68,33,0,0,15,1,0.725
2.6,1,80,58,17,0,0,3,0,1
2.8,1,75,30,22,0,2,1,1,1.9
0.975,2,51,42,34,0,0,4,1,0.75
2.7,1,64,49,27,0,2,1,1,1.7
9,1,90,64,29,0,0,3,0,4.1
3.7,1,69,18,24,0,2,1,1,2.2
3.1,1,51,64,25,0,-1,4,0,1.4
0.825,1,52,24,20,0,0,2,1,0.5
2.6,1,39,28,21,0,2,3,0,1.6
2.6,1,78,66,30,0,1,1,0,1.6
0.784,1,70,61,22,0,0,5,0,0.475
0.725,1,39,17,31,0,1,2,1,0.5
2.4,1,54,27,20,0,2,2,1,1.1
1.2,1,62,67,29,0,-1,1,1,0.55
0.688,1,74,63,32,0,-1,7,1,0.55
13.2,1,68,29,28,1,0,6,1,6
0.413,1,64,53,19,0,2,1,1,0.25
1.8,1,85,60,26,0,0,2,1,0.925
1.2,1,73,66,29,0,1,1,0,0.85
1,1,84,58,25,0,0,4,0,0.725
35.7,2,83,64,28,1,1,4,1,21
2.2,1,53,24,18,0,1,1,1,0.775
4,1,76,60,22,0,0,4,0,2.6
1.4,1,54,19,20,0,2,1,1,0.725
3.5,1,73,18,22,0,2,1,1,2.1
1.8,1,81,23,32,0,1,5,1,1.3
1.7,1,71,23,27,0,0,5,1,1.2
1.6,1,90,60,29,0,1,4,1,1
15,1,78,68,25,0,3,2,0,8
0.689,1,62,56,22,0,0,2,1,0.475
2.9,1,92,65,26,0,0,3,0,1.5
0.271,1,69,38,26,0,2,3,0,0.19
1.5,1,75,58,21,0,0,6,1,0.725
0.991,1,68,50,24,0,1,7,1,0.65
0.272,1,40,42,17,0,2,2,1,0.11
1.4,1,64,57,19,0,0,2,0,0.825
3.8,1,59,10,31,0,2,1,1,2
3.9,1,71,70,23,0,3,1,0,1.9
0.463,1,55,23,24,0,1,1,1,0.25
0.215,1,51,56,38,0,-1,1,0,0.1
4.6,1,82,40,33,0,0,3,1,3.5
1.3,1,82,55,25,0,1,2,1,0.95
1.7,1,75,59,25,0,-1,2,1,1.1
2.3,1,64,27,23,1,1,3,0,1.6
1.3,1,70,47,28,0,2,2,0,0.85
1.3,1,63,28,31,0,-1,1,0,0.6
0.593,1,68,51,18,0,1,2,1,0.3
0.569,1,70,60,30,0,1,1,1,0.325
4.6,1,61,34,26,0,2,1,1,2.2
41,2,70,82,32,0,0,9,0,20
0.913,1,58,55,24,0,0,2,1,0.5
2.6,1,63,28,21,0,0,3,1,1.3
1.5,1,61,61,24,0,1,1,1,0.975
0.525,1,70,61,32,0,0,5,0,0.3
0.504,1,42,21,21,0,0,1,1,0.325
0.764,1,50,17,22,0,4,1,1,0.325
1.6,1,64,29,25,0,1,2,1,1.1
12.4,3,64,82,33,0,1,1,0,6.5
43.1,2,90,74,23,0,3,2,0,20.5
0.788,1,68,49,21,0,3,1,1,0.45
6.8,1,66,12,22,0,3,1,1,3.6
2.3,1,74,71,27,0,1,1,0,1.5
0.788,1,65,53,23,0,-1,4,0,0.45
2.3,1,70,70,32,0,0,1,1,1.1
1.2,1,40,46,24,0,0,2,1,0.65
0.828,1,59,29,26,0,1,3,1,0.625
1.5,1,76,63,29,0,2,1,1,1
0.949,1,66,64,20,0,-1,3,1,0.575
9.8,2,71,75,28,0,1,1,0,5.5
1.8,1,66,63,22,0,1,1,0,0.925
34,1,81,74,29,0,3,1,0,17
1.8,1,56,31,20,0,2,1,1,0.875
25.7,2,71,76,29,0,1,2,0,13
14.1,1,66,31,26,0,2,10,1,6.5
3.3,1,59,66,18,0,1,1,1,1.4
4.1,1,77,27,25,0,0,3,1,2.6
0.363,1,49,43,20,0,0,1,1,0.25
5.5,1,61,76,31,1,0,10,1,2.9
2.3,1,90,59,23,0,0,2,1,1.2
3.2,1,54,40,20,0,0,5,1,1.6
4.6,1,55,68,19,0,2,3,1,2.3
7.3,1,68,40,21,0,4,1,1,3
30.6,3,69,75,30,0,0,5,0,18
0.878,1,55,65,19,0,1,2,1,0.45
3.6,1,55,67,23,0,2,1,1,1.9
0.825,1,51,25,22,0,0,2,1,0.5
67.5,3,80,81,28,0,4,1,0,36.5
4.2,1,67,63,19,0,3,3,1,1.9
0.481,1,53,39,20,0,0,1,1,0.275
3.1,1,66,29,22,0,3,1,1,1.9
2.2,1,67,68,28,0,-1,3,1,1.4
2.4,1,73,64,25,0,2,6,0,1.5
0.323,1,52,44,22,0,-1,1,1,0.19
2.5,1,75,61,22,0,1,2,1,1.3
2.4,1,60,18,20,0,3,1,1,1.4
0.653,1,69,62,33,0,1,2,0,0.45
2.1,1,76,52,28,1,-1,2,1,1.4
2.3,1,65,62,24,0,0,2,0,1.2
2.4,1,76,16,30,0,1,2,0,1.5
5.9,1,66,70,24,0,2,1,1,3.3
0.338,1,62,25,28,0,1,2,1,0.25
2.7,1,73,60,25,0,-1,2,0,1.2
2.3,1,77,25,25,0,3,1,1,1.7
0.456,1,63,44,21,0,0,2,1,0.25
7.5,1,81,72,26,0,1,3,0,3.3
1.5,1,69,70,30,0,1,1,0,1
4,1,66,22,24,0,2,1,1,2.4
0.814,1,75,65,35,0,0,2,0,0.525
17.9,1,69,26,23,0,4,1,1,8.5
1.6,1,83,56,24,0,0,3,0,1.2
6.6,1,68,71,23,0,2,1,1,3.3
1.4,1,59,60,22,0,0,2,1,0.85
0.893,1,76,55,22,0,0,3,1,0.525
0.85,1,36,28,27,0,0,2,1,0.425
0.625,1,82,62,34,0,0,5,0,0.5
2.8,1,72,24,22,0,2,1,1,1.9
1.1,1,65,65,28,0,1,1,1,0.725
10,1,79,60,19,0,3,1,0,5
0.653,1,60,50,19,0,1,1,1,0.275
0.853,1,60,43,22,0,2,1,1,0.55
0.348,1,58,59,23,0,-1,5,1,0.24
6,1,68,68,19,0,1,4,1,2.7
0.945,1,75,64,31,0,0,1,0,0.7
20.9,1,72,45,22,0,4,1,0,9.5
4.9,1,83,28,26,0,0,3,1,3.1
4.4,1,73,72,27,0,2,1,0,2.3
31.6,2,76,46,23,0,3,2,1,16
0.639,1,64,19,24,0,0,1,1,0.35
4,1,78,23,27,0,-1,1,1,3.2
1.8,1,81,66,31,0,4,5,0,1.2
16.2,1,76,62,24,0,4,2,1,8.5
1.1,1,90,44,32,0,1,4,0,0.8
0.83,1,59,49,18,0,4,1,1,0.4
1.5,1,66,57,20,0,0,2,1,0.75
1.6,1,64,65,34,0,0,1,1,1.1
1.1,1,58,21,34,0,-1,1,1,0.5
3.5,1,75,63,29,0,0,2,1,2.3
